,Source,Destination,Flow_Path,Total_Measured_Latency_ms,Total_Geo_Latency_ms,Delta_Latency_ms,Representative_Flow_ID,Occurrence_Count,Multiple_Paths
100,DK_EMTJBNFC_IN,UURWMEA120,"DK_EMTJBNFC_IN -> UJEWIND040 ->(0.5, N/A)-> UJEWIND030 ->(N/A, 0.84)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.885,1.48,0.0,1:fNVX5pB9oUqe7kY8Oa2NMhyA7jg=,2,False
101,DK_ENDICOTT_NY,UURWMEA110,"DK_ENDICOTT_NY -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.8849999999999998,1:99M42UfxFuTauajmOwtMIfqtotI=,2,True
102,DK_ENDICOTT_NY,UURWMEA110,"DK_ENDICOTT_NY -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 -> UURWMEA110",2.0,0.82,0.0,1:4LDUZQjQKSgojSkhvVaBzyrxzNM=,2,True
103,DK_ENDICOTT_NY,UURWMEA120,"DK_ENDICOTT_NY -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.385,0.64,0.8849999999999998,1:/uj96a+sJmjWyuXu7KJ2+ogvY0E=,2,True
104,DK_ENDICOTT_NY,UURWMEA120,"DK_ENDICOTT_NY -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",2.5,0.82,0.0,1:0FSwTUxnjUh1B3GYkPC0F6T9sNI=,3,True
105,DK_FARMNGDL_NY,UURWMEA110,"DK_FARMNGDL_NY -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 -> UURWMEA110",2.0,0.82,0.0,1:Igtwt05UY0Ccq857sgt39W92hxw=,2,False
106,DK_FARMNGDL_NY,UURWMEA120,"DK_FARMNGDL_NY -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",2.5,0.82,0.0,1:/PbwfBO9oTkYQaYS2SZ1rXYyhJU=,2,False
107,DK_FLSCHRCH_VA,UURWMEA110,"DK_FLSCHRCH_VA -> UJEWPNT030 ->(0.5, N/A)-> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",1.73,0.18,0.0,1:Lpu39EJTkpdd2XQbMycOEB3LGTA=,2,False
108,DK_FLSCHRCH_VA,UURWMEA120,"DK_FLSCHRCH_VA -> UJEWPNT030 ->(0.5, N/A)-> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",1.23,0.18,0.0,1:/RdMT7Eb+0If6R7kPsexWan3s6c=,3,False
109,DK_FTBLISS_TX,UURWMEA110,"DK_FTBLISS_TX -> UJEWBLI030 ->(0.5, N/A)-> UJEWBLI040 ->(5.0, 3.99)-> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",12.385,7.9799999999999995,0.0,1:OtFv7lI1RHvlmo+hGsMGv2c/BkQ=,2,False
110,DK_FTBLISS_TX,UURWMEA120,"DK_FTBLISS_TX -> UJEWBLI030 ->(0.5, N/A)-> UJEWBLI040 ->(5.0, 3.99)-> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",12.885,7.9799999999999995,0.0,1:3rnY+5lNLqhVtS3dMX7uqnWIdto=,2,False
111,DK_FTEUSTIS_VA,UURWMEA110,"DK_FTEUSTIS_VA -> UJEWEUS040 ->(N/A, 0.98)-> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",1.23,1.16,0.0,1:t+TeFOojOM9SEkzIuiftmTS8UJs=,1,False
112,DK_FTEUSTIS_VA,UURWMEA120,"DK_FTEUSTIS_VA -> UJEWEUS040 ->(N/A, 0.98)-> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",0.73,1.16,0.0,1:8os8exkf/HbaNXZ1k8JetUJDj5w=,3,False
113,DK_FTGRGADM_VA,UURWMEA110,"DK_FTGRGADM_VA -> UJEWLEE030 ->(1.5, 0.81)-> UJEWBEL030 ->(0.5, N/A)-> UJPWBEL010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",3.23,0.99,0.0,1:DgZv5nCoxq0Jj/gOgsrzkx0K6x8=,3,True
114,DK_FTGRGADM_VA,UURWMEA110,"DK_FTGRGADM_VA -> UJEWLEE040 ->(0.5, N/A)-> UJEWLEE030 ->(1.5, 0.81)-> UJEWBEL030 ->(0.5, N/A)-> UJPWBEL010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",3.73,0.99,0.5,1:KNv/1ZfgsC5M3yqSh8o7SMrmGfw=,2,True
115,DK_FTGRGADM_VA,UURWMEA120,"DK_FTGRGADM_VA -> UJEWLEE030 ->(1.5, 0.81)-> UJEWBEL030 ->(0.5, N/A)-> UJPWBEL010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",2.73,0.99,0.0,1:iUwwWnfefhTFpnYg1kD6IVmIFJA=,3,True
116,DK_FTGRGADM_VA,UURWMEA120,"DK_FTGRGADM_VA -> UJEWLEE040 ->(0.5, N/A)-> UJEWLEE030 ->(1.5, 0.81)-> UJEWBEL030 ->(0.5, N/A)-> UJPWBEL010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",3.23,0.99,0.5,1:B7mgNEDtSSOiz1n9aYGTX8YShtI=,4,True
117,DK_FTHUACHC_AZ,UURWMEA110,"DK_FTHUACHC_AZ -> UJEWHUA030 ->(0.5, N/A)-> UJEWHUA040 ->(9.5, 4.7)-> UJEWCAR040 ->(0.5, N/A)-> UJEWCAR030 ->(1.5, 0.58)-> UJPWBCK010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",14.385,5.92,0.5,1:17BmqXqohuRNyhW5nK1IlAwqNOo=,3,True
118,DK_FTHUACHC_AZ,UURWMEA110,"DK_FTHUACHC_AZ -> UJEWHUA040 ->(9.5, 4.7)-> UJEWCAR040 ->(0.5, N/A)-> UJEWCAR030 ->(1.5, 0.58)-> UJPWBCK010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",13.885,5.92,0.0,1:I+dZidbkxTX0IRpusgF4XClejyg=,3,True
119,DK_FTHUACHC_AZ,UURWMEA120,"DK_FTHUACHC_AZ -> UJEWHUA030 ->(0.5, N/A)-> UJEWHUA040 ->(9.5, 4.7)-> UJEWCAR040 ->(0.5, N/A)-> UJEWCAR030 ->(1.5, 0.58)-> UJPWBCK010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",14.885,5.92,0.5,1:AHopCr7N9rJP/2Hx7+q5UhVdDZs=,5,True
120,DK_FTHUACHC_AZ,UURWMEA120,"DK_FTHUACHC_AZ -> UJEWHUA040 ->(9.5, 4.7)-> UJEWCAR040 ->(0.5, N/A)-> UJEWCAR030 ->(1.5, 0.58)-> UJPWBCK010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",14.385,5.92,0.0,1:7om0itmmQWGS1e2uaR4+pCSSoKE=,5,True
121,DK_FTKNOX_KY,UURWMEA110,"DK_FTKNOX_KY -> UJEWKNO030 ->(0.5, N/A)-> UJEWKNO040 ->(2.0, 1.36)-> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",5.885,2.0,0.0,1:X9UmLh1C6VQpmRn4I7asDyandOc=,2,False
122,DK_FTKNOX_KY,UURWMEA120,"DK_FTKNOX_KY -> UJEWKNO030 ->(0.5, N/A)-> UJEWKNO040 ->(2.0, 1.36)-> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",6.385,2.0,0.0,1:puXK9OI126wuNE843vMUIqz4BIE=,2,False
123,DK_FTSMHSTN_TX,UURWMEA110,"DK_FTSMHSTN_TX -> UJEWSHO040 ->(5.0, 3.36)-> UJEWTIN040 ->(0.5, N/A)-> UJEWTIN030 ->(0.5, N/A)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",8.385,4.0,0.0,1:8rA4q/CYCD1zulRE/Uvqc8bXK8w=,2,False
124,DK_FTSMHSTN_TX,UURWMEA120,"DK_FTSMHSTN_TX -> UJEWSHO040 ->(5.0, 3.36)-> UJEWTIN040 ->(0.5, N/A)-> UJEWTIN030 ->(0.5, N/A)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",8.885,4.0,0.0,1:CetLuIB2Xe6EZ3qj5DVgWHgvAQk=,3,False
125,DK_FTWAYNE_IN,UURWMEA110,"DK_FTWAYNE_IN -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",3.385,0.64,0.0,1:4FbJlPkbnkFOEjJR931xbyVsv9M=,2,False
126,DK_FTWAYNE_IN,UURWMEA120,"DK_FTWAYNE_IN -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.885,0.64,0.0,1:74yXx+FhOhqKAPGnXBfpK4g7oWI=,3,False
127,DK_FTWORTH_TX,UURWMEA110,"DK_FTWORTH_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",6.885,3.99,0.0,1:NXzqWsvePGfTJ7687rT622LjApU=,4,False
128,DK_FTWORTH_TX,UURWMEA120,"DK_FTWORTH_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",7.385,3.99,0.0,1:K3swpCnLFJdLec4Vjs+FQwVIn7Y=,5,False
129,DK_FT_WORTH_TX,UURWMEA110,"DK_FT_WORTH_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",6.885,3.99,0.0,1:hQnfnPr6sCZK12k7vfSABfb/NNg=,2,False
130,DK_FT_WORTH_TX,UURWMEA120,"DK_FT_WORTH_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",7.385,3.99,0.0,1:FqqNUqNIGOi4VSuQ6DubRWHQk80=,3,False
131,DK_GREENSBR_NC,UURWMEA110,"DK_GREENSBR_NC -> UJEWGOR040 ->(0.5, N/A)-> UJEWGOR030 ->(4.0, 1.72)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",6.23,1.9,0.0,1:4C1tmjI1Fj1OdCkpqqsceL7x2NE=,2,False
132,DK_GREENSBR_NC,UURWMEA120,"DK_GREENSBR_NC -> UJEWGOR040 ->(0.5, N/A)-> UJEWGOR030 ->(4.0, 1.72)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",5.73,1.9,0.0,1:+fcTfwwXp8K/a2QYUf+cxMoOW68=,3,False
133,DK_GREENVLL_SC,UURWMEA110,"DK_GREENVLL_SC -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",8.23,3.18,0.0,1:e6R6QU3oGa9Zei4YZSTb5d+GxX0=,2,False
134,DK_GREENVLL_SC,UURWMEA120,"DK_GREENVLL_SC -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",7.73,3.18,0.0,1:CwylTts4/0MIK7zuE63dmnZzS4U=,3,False
135,DK_GREENVLL_TX,UURWMEA110,"DK_GREENVLL_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",6.885,3.99,0.0,1:8JE1fO4YrVVoo8KmDyPReG+8eDk=,2,False
136,DK_GREENVLL_TX,UURWMEA120,"DK_GREENVLL_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",7.385,3.99,0.0,1:+L/ojPqbXMRLc1bErjPL75gJeVM=,3,False
137,DK_GRPRAIRI_TX,UURWMEA110,"DK_GRPRAIRI_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",6.885,3.99,0.0,1:ClHDhcNo66uwUlh7Ib0M6tU7wVE=,4,False
138,DK_GRPRAIRI_TX,UURWMEA120,"DK_GRPRAIRI_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",7.385,3.99,0.0,1:+eUWBw9iahzfNQvTQ5EZD7L0geA=,6,False
139,DK_GRRAPIDS_MI,UURWMEA110,"DK_GRRAPIDS_MI -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",3.385,0.64,0.0,1:HT1uwLBkQ4SG14d2LXgyxnfV2Kc=,2,False
140,DK_GRRAPIDS_MI,UURWMEA120,"DK_GRRAPIDS_MI -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.885,0.64,0.0,1:GiWQUVAdgUUuVghLjFqlTu0sRyQ=,3,False
141,DK_HARTFORD_CT,UURWMEA110,"DK_HARTFORD_CT -> UJEWHAN030 ->(5.0, 2.98)-> UJEWMEA040 -> UURWMEA110",5.0,2.98,0.0,1:yQlheFgWeMTvYE2Z0xHP6LT9Rso=,1,False
142,DK_HARTFORD_CT,UURWMEA120,"DK_HARTFORD_CT -> UJEWHAN030 ->(5.0, 2.98)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",5.5,2.98,0.0,1:bvSNxnKVzJWRPYSusEt0ki/ulrA=,3,False
143,DK_HILLAFB_UT,UURWMEA110,"DK_HILLAFB_UT -> UJEWHIL140 ->(5.5, 3.14)-> UJPWBCK010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",7.885,3.7800000000000002,0.0,1:KaedR30oTkF/dbgfAwuem8MIXTk=,2,False
144,DK_HILLAFB_UT,UURWMEA120,"DK_HILLAFB_UT -> UJEWHIL140 ->(5.5, 3.14)-> UJPWBCK010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",8.385,3.7800000000000002,0.0,1:DhOQWN3tYZD/aVM5Htrc+XEmhio=,5,False
145,DK_HNSCMAFB_MA,UURWMEA110,"DK_HNSCMAFB_MA -> UJEWHAN030 ->(5.0, 2.98)-> UJEWMEA040 -> UURWMEA110",5.0,2.98,0.0,1:HuSSUSfQbjqGdsPoCynh6hUlgfQ=,2,False
146,DK_HNSCMAFB_MA,UURWMEA120,"DK_HNSCMAFB_MA -> UJEWHAN030 ->(5.0, 2.98)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",5.5,2.98,0.0,1:jrKYO0CV37rtxmZUrXkEEi9QP54=,2,False
147,DK_HOUSTON_TX,UURWMEA110,"DK_HOUSTON_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",6.885,3.99,0.0,1:pvfJSOLTk08MHCBZOAbP2t1Cg5E=,1,False
148,DK_HOUSTON_TX,UURWMEA120,"DK_HOUSTON_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",7.385,3.99,0.0,1:Ap+5plMjiQavEtazABSn1LCL09U=,2,False
149,DK_HUDSON_NH,UURWMEA110,"DK_HUDSON_NH -> UJEWHAN030 ->(5.0, 2.98)-> UJEWMEA040 -> UURWMEA110",5.0,2.98,0.0,1:8FeX9MVCIIFekJpH0dJmfGW+0cw=,2,False
150,DK_HUDSON_NH,UURWMEA120,"DK_HUDSON_NH -> UJEWHAN030 ->(5.0, 2.98)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",5.5,2.98,0.0,1:9ls7cI3JsbjDOfLWY9coiD6L8zY=,3,False
151,DK_HUNTSVLL_AL,UURWMEA110,"DK_HUNTSVLL_AL -> UJEWGOR040 ->(0.5, N/A)-> UJEWGOR030 ->(4.0, 1.72)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",6.23,1.9,0.0,1:/3sGiCsA1st6x7yg9OoX6uSTKTU=,2,False
152,DK_HUNTSVLL_AL,UURWMEA120,"DK_HUNTSVLL_AL -> UJEWGOR040 ->(0.5, N/A)-> UJEWGOR030 ->(4.0, 1.72)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",5.73,1.9,0.0,1:C+1XzRE/7OJCM3kDisZ/ISaAxHM=,3,False
153,DK_INDINPLS_IN,UURWMEA110,"DK_INDINPLS_IN -> UJEWIND030 ->(N/A, 0.84)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,1.48,0.0,1:nUU5yBExWrVkkbJiXBlsTWwABv0=,2,True
154,DK_INDINPLS_IN,UURWMEA110,"DK_INDINPLS_IN -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",3.385,0.64,0.5,1:PlIjUzpjZM7UzTS4gwog2eiPLGU=,2,True
155,DK_INDINPLS_IN,UURWMEA120,"DK_INDINPLS_IN -> UJEWIND030 ->(N/A, 0.84)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.385,1.48,0.0,1:0ECIRM5gTeBDyvS+RB+iO3a4n1E=,3,True
156,DK_INDINPLS_IN,UURWMEA120,"DK_INDINPLS_IN -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.885,0.64,0.5,1:OUNXVkvD8sy03uuLWWQezLv5/xE=,3,True
157,DK_JOHNSTWN_PA,UURWMEA110,"DK_JOHNSTWN_PA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.0,1:7TXSqPnx01uh9Nay13ZTXPVB4wU=,4,False
158,DK_JOHNSTWN_PA,UURWMEA120,"DK_JOHNSTWN_PA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.385,0.64,0.0,1:E5ICUp816rgUeAKm7ZErJXkTlVE=,6,False
159,DK_JUPITER_FL,UURWMEA110,"DK_JUPITER_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",8.23,3.18,0.0,1:6qYTM7LcBLs2L+hXiObrsL/LNlo=,2,False
160,DK_JUPITER_FL,UURWMEA120,"DK_JUPITER_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",7.73,3.18,0.0,1:Qs/bokuRUVXunm/45V+lbJv+ToI=,3,False
161,DK_KELLEYBK_XX,UURWMEA110,"DK_KELLEYBK_XX -> UJEEKLB030 ->(0.5, N/A)-> UJEEKLB040 ->(0.5, 0.04)-> UJPEPTM010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",2.23,0.22,0.0,1:7j0I1BW5dCBRqNDsxZ4HoDlTJ7M=,2,False
162,DK_KELLEYBK_XX,UURWMEA120,"DK_KELLEYBK_XX -> UJEEKLB030 ->(0.5, N/A)-> UJEEKLB040 ->(0.5, 0.04)-> UJPEPTM010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",1.73,0.22,0.0,1:92l+iDmHuaPaVph5wkeRkooihK8=,3,False
163,DK_KENTWOOD_MI,UURWMEA110,"DK_KENTWOOD_MI -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",3.385,0.64,0.0,1:YtleZBvQwwu7ieYC1Un1y7MtT+I=,2,False
164,DK_KENTWOOD_MI,UURWMEA120,"DK_KENTWOOD_MI -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.885,0.64,0.0,1:HoGyYf/ucmPRmUTPYYCtsbma89U=,3,False
165,DK_KEYSER_WV,UURWMEA110,"DK_KEYSER_WV -> UJEWKNO030 ->(0.5, N/A)-> UJEWKNO040 ->(2.0, 1.36)-> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",5.885,2.0,0.0,1:XgqxorqEBiDqM+ntYCOFh/wPeK0=,1,False
166,DK_KEYSER_WV,UURWMEA120,"DK_KEYSER_WV -> UJEWKNO030 ->(0.5, N/A)-> UJEWKNO040 ->(2.0, 1.36)-> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",6.385,2.0,0.0,1:PLJ+YDymoeWyxYhkXiN5AzoGbA8=,3,False
167,DK_KNDYSPCN_FL,UURWMEA110,"DK_KNDYSPCN_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",8.23,3.18,0.0,1:UPmh9jmUlmeeQzNZCOgqxWNjsIA=,2,False
168,DK_KNDYSPCN_FL,UURWMEA120,"DK_KNDYSPCN_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",7.73,3.18,0.0,1:+fzlnmfEM6tjNiau2XBWgJwIoYk=,3,False
169,DK_KNGOFPRS_PA,UURWMEA110,"DK_KNGOFPRS_PA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.0,1:DmjnN7Vimu3SCMV7RR/mpkVdgCM=,2,False
170,DK_KNGOFPRS_PA,UURWMEA120,"DK_KNGOFPRS_PA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.385,0.64,0.0,1:5w4B+K8WAoLEtCyy8PF1R52SwfU=,3,False
